gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
PTC193605172,jones107,PH5,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19360517,2,PIT09,v,PTC,0,1,0,exhibition,,
PTC193605172,smitt105,PTC,1,value,27,,,,,,,,,,,,,,,,,,,,1,,,1,,1,19360517,2,PIT09,h,PH5,1,0,0,exhibition,,
WEG193605170,day-l101,NW2,1,value,3,,11,7,,,0,4,,1,,,0,,,0,,,,,,1,,1,,,19360517,0,WAS09,v,WEG,0,1,0,regular,y,
WEG193605170,bellw101,NW2,2,value,21,,30,10,,,0,5,,0,,,0,,,0,,,,,,,,,1,,19360517,0,WAS09,v,WEG,0,1,0,regular,y,
WEG193605170,porta103,WEG,1,value,1,,5,2,,,0,4,,2,,,0,,,0,,,,,1,,,1,,,19360517,0,WAS09,h,NW2,1,0,0,regular,y,
WEG193605170,byrdb101,WEG,2,value,26,,33,5,,,0,1,,2,,,0,,,0,,,,,,,,,1,,19360517,0,WAS09,h,NW2,1,0,0,regular,y,
PH5193605190,taylj108,NY6,1,value,26,0,33,3,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,19360519,0,CAM03,v,PH5,0,1,0,exhibition,y,d
PH5193605190,yokel101,PH5,1,value,15,0,22,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,,,,1,,,19360519,0,CAM03,h,NY6,1,0,0,exhibition,y,d
PH5193605190,thoms105,PH5,2,value,12,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,19360519,0,CAM03,h,NY6,1,0,0,exhibition,y,d
PH5193605231,day-l101,NW2,1,value,24,,,,1,,,3,2,1,,,,,,,,,,,,1,,1,,1,19360523,1,PHI17,v,PH5,0,1,0,regular,,
PH5193605231,yokel101,PH5,1,value,27,,,5,,,,2,1,,,,,,,,,,,,1,,,1,,1,19360523,1,PHI17,h,NW2,1,0,0,regular,,
PH5193605232,bellw101,NW2,,value,24,,,,,,,6,,,,,,,,,,,,,,1,,1,,1,19360523,2,PHI17,v,PH5,0,1,0,regular,,
PH5193605232,thoms105,PH5,,value,27,,,,,,,5,,,,,,,,,,,,,1,,,1,,1,19360523,2,PHI17,h,NW2,1,0,0,regular,,
WEG193605231,matll101,PTC,1,value,27,0,33,7,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,,,1,,1,19360523,1,WAS09,v,WEG,1,0,0,regular,y,d
WEG193605231,willj117,WEG,1,value,24,0,34,6,1,0,0,3,2,2,0,0,0,0,0,4,0,0,0,0,,1,,1,,,19360523,1,WAS09,h,PTC,0,1,0,regular,y,d
WEG193605231,porta103,WEG,2,value,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360523,1,WAS09,h,PTC,0,1,0,regular,y,d
WEG193605232,smitt105,PTC,1,value,18,0,28,7,0,1,0,5,5,2,0,1,0,0,0,0,0,0,0,0,,,,1,,,19360523,2,WAS09,v,WEG,0,1,0,regular,y,d
WEG193605232,carts102,PTC,2,value,6,0,10,3,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,,1,,,1,,19360523,2,WAS09,v,WEG,0,1,0,regular,y,d
WEG193605232,holml101,WEG,1,value,13,0,20,8,0,1,0,3,3,0,0,3,0,0,0,2,0,0,1,0,,,,1,,,19360523,2,WAS09,h,PTC,1,0,0,regular,y,d
WEG193605232,byrdb101,WEG,2,value,14,0,19,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,,,,1,,19360523,2,WAS09,h,PTC,1,0,0,regular,y,d
KCM193605240,cornw101,CAG,1,value,20,0,36,13,1,0,0,9,8,4,0,1,0,0,0,0,0,4,0,1,,1,,1,,,19360524,0,KAN05,v,KCM,0,1,0,exhibition,y,d
KCM193605240,trent101,CAG,2,value,4,0,8,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360524,0,KAN05,v,KCM,0,1,0,exhibition,y,d
KCM193605240,madib101,KCM,1,value,11,0,22,6,1,0,0,3,1,5,0,5,0,0,0,0,0,0,0,0,,,,1,,,19360524,0,KAN05,h,CAG,1,0,0,exhibition,y,d
KCM193605240,kranf101,KCM,2,value,16,0,22,1,0,0,0,2,2,5,0,3,0,0,0,0,0,0,0,0,1,,,,1,,19360524,0,KAN05,h,CAG,1,0,0,exhibition,y,d
NW2193605241,parkt101,HOM,1,value,27,,32,3,0,0,0,2,,5,,4,,,,0,,1,,,1,,,1,,1,19360524,1,NWK04,v,NW2,1,0,0,regular,y,
NW2193605241,bevec101,NW2,1,value,27,,38,11,1,0,1,6,,2,,0,,,,1,,0,,,,1,,1,,1,19360524,1,NWK04,h,HOM,0,1,0,regular,y,
NW2193605242,browr103,HOM,1,value,24,,,10,,,,6,6,,,,,,,,,,,,,1,,1,,1,19360524,2,NWK04,v,NW2,0,1,0,regular,,
NW2193605242,mcdut101,NW2,1,value,27,,,9,,,,2,2,,,,,,,,,,,,1,,,1,,1,19360524,2,NWK04,h,HOM,1,0,0,regular,,
NY6193605241,ellir105,PH5,1,value,7,0,14,6,2,0,0,6,6,1,0,0,0,0,0,1,0,0,0,0,,1,,1,,,19360524,1,NYC25,v,NY6,0,1,0,regular,y,d
NY6193605241,mcdow101,PH5,2,value,17,0,25,8,1,0,0,2,2,4,0,3,1,0,0,0,0,1,3,0,,,,,1,,19360524,1,NYC25,v,NY6,0,1,0,regular,y,d
NY6193605241,dihim101,NY6,1,value,21,1,31,9,3,0,0,6,6,3,0,2,0,0,0,0,0,0,1,0,1,,,1,,,19360524,1,NYC25,h,PH5,1,0,0,regular,y,d
NY6193605241,taylj108,NY6,2,value,6,0,7,1,0,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,,,1,,1,,19360524,1,NYC25,h,PH5,1,0,0,regular,y,d
NY6193605242,huntb106,PH5,1,value,13,0,23,8,3,0,2,5,5,2,0,4,0,0,0,1,0,1,0,0,,,,1,,,19360524,2,NYC25,v,NY6,1,0,0,regular,y,d
NY6193605242,jones107,PH5,2,value,4,0,8,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,19360524,2,NYC25,v,NY6,1,0,0,regular,y,d
NY6193605242,yokel101,PH5,3,value,4,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,19360524,2,NYC25,v,NY6,1,0,0,regular,y,d
NY6193605242,mcdow101,PH5,4,value,6,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,1,,19360524,2,NYC25,v,NY6,1,0,0,regular,y,d
NY6193605242,brewc102,NY6,1,value,27,0,43,7,1,0,1,7,7,9,0,2,2,0,0,1,0,0,0,0,,1,,1,,1,19360524,2,NYC25,h,PH5,0,1,0,regular,y,d
WEG193605240,stres101,PTC,1,value,23,0,40,10,0,0,1,6,6,2,0,3,1,1,0,2,0,0,0,0,,,,1,,,19360524,0,WAS09,v,WEG,1,0,0,regular,y,d
WEG193605240,harvb101,PTC,2,value,3,0,6,1,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,,,,,,,19360524,0,WAS09,v,WEG,1,0,0,regular,y,d
WEG193605240,matll101,PTC,3,value,7,0,10,2,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,,,,1,,19360524,0,WAS09,v,WEG,1,0,0,regular,y,d
WEG193605240,grifb102,WEG,1,value,3,3,6,0,0,0,0,2,2,3,0,1,0,0,0,0,0,0,0,0,,,,1,,,19360524,0,WAS09,h,PTC,0,1,0,regular,y,d
WEG193605240,porta103,WEG,2,value,18,1,27,7,1,0,0,4,4,3,0,2,0,0,0,0,0,0,0,0,,,,,,,19360524,0,WAS09,h,PTC,0,1,0,regular,y,d
WEG193605240,byrdb101,WEG,3,value,12,0,20,7,1,1,0,4,4,2,0,0,0,1,1,1,0,0,0,0,,1,,,1,,19360524,0,WAS09,h,PTC,0,1,0,regular,y,d
NW2193605250,dulal101,HOM,1,value,24,0,37,9,3,0,0,4,4,3,0,5,0,0,0,0,0,0,0,0,,1,,1,,1,19360525,0,NWK04,v,NW2,0,1,0,regular,y,d
NW2193605250,day-l101,NW2,1,value,27,0,39,10,2,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,,,1,,1,19360525,0,NWK04,h,HOM,1,0,0,regular,y,d
PH5193605260,kinch101,PTC,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19360526,0,CAM03,v,PH5,0,1,0,exhibition,,
PH5193605260,carts102,PTC,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19360526,0,CAM03,v,PH5,0,1,0,exhibition,,
PH5193605260,mcdow101,PH5,1,value,27,,,0,,,0,0,0,,,,,,,,,,,,1,,,1,,1,19360526,0,CAM03,h,PTC,1,0,0,exhibition,,
HOM193605280,nichb102,NW2,1,value,18,,,7,,,,6,,,,,,,,,,,,,,1,,1,,1,19360528,0,MNC01,v,HOM,0,1,0,exhibition,,
HOM193605280,dulal101,HOM,1,value,21,,,4,,,,4,,,,,,,,,,,,,1,,,1,,1,19360528,0,MNC01,h,NW2,1,0,0,exhibition,,
PH6193605280,huntb106,PH5,1,value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,19360528,0,PHI16,v,PH6,1,0,0,exhibition,y,d
PH6193605280,jones107,PH5,2,value,21,0,28,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,19360528,0,PHI16,v,PH6,1,0,0,exhibition,y,d
PH6193605280,jacku101,PH6,1,value,1,0,7,6,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,,19360528,0,PHI16,h,PH5,0,1,0,exhibition,y,d
PH6193605280,buchc101,PH6,2,value,20,0,27,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360528,0,PHI16,h,PH5,0,1,0,exhibition,y,d
HOM193605301,mcdut101,NW2,1,value,24,0,37,10,2,0,1,4,4,3,0,5,0,0,0,0,0,0,0,0,,1,,1,,1,19360530,1,PIT06,v,HOM,0,1,0,regular,y,d
HOM193605301,parkt101,HOM,1,value,27,0,38,5,0,0,0,2,0,5,0,5,0,0,0,0,0,0,0,0,1,,,1,,1,19360530,1,PIT06,h,NW2,1,0,0,regular,y,d
HOM193605302,day-l101,NW2,1,value,27,,34,5,2,0,1,1,,2,,7,,,,,,,,,1,,,1,,1,19360530,2,PIT06,v,HOM,1,0,0,regular,y,
HOM193605302,waita101,HOM,1,value,3,,9,4,,,0,3,,2,,1,,,,,,,,,,1,,1,,,19360530,2,PIT06,h,NW2,0,1,0,regular,y,
HOM193605302,gisew101,HOM,2,value,24,,40,12,,,0,8,,4,,1,,,,,,,,,,,,,1,,19360530,2,PIT06,h,NW2,0,1,0,regular,y,
NY6193605300,porta103,WEG,1,value,15,0,22,8,0,1,1,5,5,0,0,3,0,0,0,0,0,1,0,0,,,,1,,,19360530,0,PAT01,v,NY6,1,0,0,regular,y,d
NY6193605300,willj117,WEG,2,value,10,0,18,7,1,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,1,,,,,,19360530,0,PAT01,v,NY6,1,0,0,regular,y,d
NY6193605300,grifb102,WEG,3,value,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19360530,0,PAT01,v,NY6,1,0,0,regular,y,d
NY6193605300,taylj108,NY6,1,value,27,0,46,11,3,0,0,9,7,7,0,7,0,0,0,2,0,1,0,1,,1,,1,,1,19360530,0,PAT01,h,WEG,0,1,0,regular,y,d
PH5193605301,matll101,PTC,1,value,22,0,32,6,1,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,,,,1,,,19360530,1,PHI17,v,PH5,0,1,0,regular,y,d
PH5193605301,carts102,PTC,2,value,2,0,4,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19360530,1,PHI17,v,PH5,0,1,0,regular,y,d
PH5193605301,harvb101,PTC,3,value,2,0,5,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,1,,19360530,1,PHI17,v,PH5,0,1,0,regular,y,d
PH5193605301,yokel101,PH5,1,value,9,0,16,5,0,0,0,3,3,2,0,3,0,0,0,0,0,1,0,0,,,,1,,,19360530,1,PHI17,h,PTC,1,0,0,regular,y,d
PH5193605301,mcdow101,PH5,2,value,15,2,20,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19360530,1,PHI17,h,PTC,1,0,0,regular,y,d
PH5193605301,jones107,PH5,3,value,3,0,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,1,,19360530,1,PHI17,h,PTC,1,0,0,regular,y,d
PH5193605302,paigs101,PTC,1,value,30,0,49,9,1,0,3,6,5,6,0,1,1,0,0,0,0,0,0,0,1,,,1,,1,19360530,2,PHI17,v,PH5,1,0,0,regular,y,d
PH5193605302,ellir105,PH5,1,value,8,0,16,7,3,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,,,,1,,,19360530,2,PHI17,h,PTC,0,1,0,regular,y,d
PH5193605302,thoms105,PH5,2,value,22,0,26,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,1,,19360530,2,PHI17,h,PTC,0,1,0,regular,y,d
CAG193605311,coopa101,KCM,1,value,27,0,36,5,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,1,,,1,,1,19360531,1,CHI09,v,CAG,1,0,0,exhibition,y,d
CAG193605311,cornw101,CAG,1,value,27,0,44,11,2,1,0,8,7,3,0,2,1,0,0,3,0,2,1,2,,1,,1,,1,19360531,1,CHI09,h,KCM,0,1,0,exhibition,y,d
CAG193605312,kranf101,KCM,1,value,21,0,30,6,0,2,1,5,5,2,0,5,0,0,0,2,0,0,0,1,1,,,1,,1,19360531,2,CHI09,v,CAG,1,0,0,exhibition,y,d
CAG193605312,thomw103,CAG,1,value,7,0,14,5,0,2,1,5,5,2,0,3,0,0,0,0,0,0,0,1,,,,1,,,19360531,2,CHI09,h,KCM,0,1,0,exhibition,y,d
CAG193605312,trent101,CAG,2,value,14,0,20,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,,1,,,1,,19360531,2,CHI09,h,KCM,0,1,0,exhibition,y,d
HOM193605311,bellw101,NW2,1,value,24,,39,12,3,1,0,6,,3,,4,,,,,,,,,,1,,1,,1,19360531,1,PIT06,v,HOM,0,1,0,regular,y,
HOM193605311,browr103,HOM,1,value,27,,33,4,1,0,0,1,1,2,,1,,,,,,,,,1,,,1,,1,19360531,1,PIT06,h,NW2,1,0,0,regular,y,
HOM193605312,nichb102,NW2,1,value,18,,,8,,,,3,3,,,,,,,,,,,,,1,,1,,1,19360531,2,PIT06,v,HOM,0,1,0,regular,,
HOM193605312,dulal101,HOM,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19360531,2,PIT06,h,NW2,1,0,0,regular,,
HOM193605312,browr103,HOM,2,value,,,,,,,,,,,,,,,,,,,,,,,1,,1,,19360531,2,PIT06,h,NW2,1,0,0,regular,,
PH5193605311,stres101,PTC,1,value,16,,26,5,,0,1,6,,5,,1,,,,,,,,,,1,,1,,,19360531,1,PHI16,v,PH5,0,1,0,regular,y,
PH5193605311,kinch101,PTC,2,value,8,,15,6,,0,1,4,,1,,1,,,,,,,,,,,,,1,,19360531,1,PHI16,v,PH5,0,1,0,regular,y,
PH5193605311,huntb106,PH5,1,value,27,,40,9,2,0,1,3,,4,,3,,,,0,,,,,1,,,1,,1,19360531,1,PHI16,h,PTC,1,0,0,regular,y,
PH5193605312,carts102,PTC,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19360531,2,PHI16,v,PH5,0,1,0,regular,,
PH5193605312,harvb101,PTC,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19360531,2,PHI16,v,PH5,0,1,0,regular,,
PH5193605312,ellir105,PH5,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,,19360531,2,PHI16,h,PTC,1,0,0,regular,,
PH5193605312,mcdow101,PH5,2,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19360531,2,PHI16,h,PTC,1,0,0,regular,,
WEG193605311,brewc102,NY6,1,value,24,0,35,7,0,1,0,4,4,3,0,3,0,0,0,1,0,0,0,0,,1,,1,,1,19360531,1,WAS09,v,WEG,0,1,0,regular,y,d
WEG193605311,byrdb101,WEG,1,value,25,0,37,8,3,1,0,3,3,1,0,4,1,0,0,0,0,0,0,0,1,,,1,,,19360531,1,WAS09,h,NY6,1,0,0,regular,y,d
WEG193605311,grifb102,WEG,2,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19360531,1,WAS09,h,NY6,1,0,0,regular,y,d
WEG193605312,stann101,NY6,1,value,20,0,31,9,2,1,0,6,3,1,0,0,0,0,0,0,0,1,0,0,1,,,1,,,19360531,2,WAS09,v,WEG,1,0,0,regular,y,d
WEG193605312,albrt101,NY6,2,value,7,0,13,5,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,,,1,,1,,19360531,2,WAS09,v,WEG,1,0,0,regular,y,d
WEG193605312,grifb102,WEG,1,value,10,0,18,6,1,1,0,5,5,3,0,1,0,0,0,0,0,0,1,0,,1,,1,,,19360531,2,WAS09,h,NY6,0,1,0,regular,y,d
WEG193605312,holml101,WEG,2,value,17,0,24,3,0,0,0,3,2,4,0,4,0,0,0,0,0,0,0,0,,,,,1,,19360531,2,WAS09,h,NY6,0,1,0,regular,y,d
CAG193606010,wilsl102,KCM,1,value,24,,,7,,,,4,,,,,,,,,,,,,,1,,1,,1,19360601,0,CHI09,v,CAG,0,1,0,exhibition,,
CAG193606010,trent101,CAG,1,value,27,,,6,,,,1,,,,,,,,,,,,,1,,,1,,1,19360601,0,CHI09,h,KCM,1,0,0,exhibition,,
PH5193606010,kinch101,PTC,1,value,24,,33,7,,,,4,,,,,,,,,,,,,1,,,1,,1,19360601,0,CHE03,v,PH5,1,0,0,regular,y,
PH5193606010,jones107,PH5,1,value,21,,31,7,,,,6,,,,,,,,,,,,,,1,,1,,,19360601,0,CHE03,h,PTC,0,1,0,regular,y,
PH5193606010,ellir105,PH5,2,value,3,,6,3,,,,3,,,,,,,,,,,,,,,,,1,,19360601,0,CHE03,h,PTC,0,1,0,regular,y,
PH5193606020,willj117,WEG,1,value,24,0,34,9,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,,1,,1,19360602,0,CAM04,v,PH5,0,1,0,exhibition,y,d
PH5193606020,thoms105,PH5,1,value,27,0,36,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,1,19360602,0,CAM04,h,WEG,1,0,0,exhibition,y,d
PTC193606050,byrdb101,WEG,1,value,27,,30,1,0,0,0,0,0,1,,4,0,,,0,,,,,1,,,1,,1,19360605,0,PIT09,v,PTC,1,0,0,regular,y,
PTC193606050,smitt105,PTC,1,value,16,,23,5,,,0,6,,3,,1,1,,,,,,,,,1,,1,,,19360605,0,PIT09,h,WEG,0,1,0,regular,y,
PTC193606050,harvb101,PTC,2,value,11,,23,9,,,0,10,,3,,2,1,,,,,,,,,,,,1,,19360605,0,PIT09,h,WEG,0,1,0,regular,y,
HOM193606060,yokel101,PH5,1,value,27,,37,8,2,0,0,3,,2,,6,0,0,,0,,6,,0,1,,,1,,1,19360606,0,JOH01,v,HOM,1,0,0,regular,y,
HOM193606060,parkt101,HOM,1,value,27,,43,6,0,0,0,5,,8,,8,0,1,,2,,1,,1,,1,,1,,1,19360606,0,JOH01,h,PH5,0,1,0,regular,y,
NY6193606060,evanb105,NW2,1,value,4,0,13,4,3,0,0,5,5,5,0,2,0,0,0,0,0,1,0,0,,1,,1,,,19360606,0,PAT01,v,NY6,0,1,0,regular,y,d
NY6193606060,nichb102,NW2,2,value,5,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,19360606,0,PAT01,v,NY6,0,1,0,regular,y,d
NY6193606060,bevec101,NW2,3,value,15,0,29,11,1,0,1,7,4,3,0,3,0,0,0,1,0,0,0,0,,,,,1,,19360606,0,PAT01,v,NY6,0,1,0,regular,y,d
NY6193606060,dihim101,NY6,1,value,27,0,35,9,1,0,1,5,5,0,0,6,0,0,0,0,0,0,0,0,1,,,1,,1,19360606,0,PAT01,h,NW2,1,0,0,regular,y,d
PTC193606060,porta103,WEG,1,value,27,,43,9,0,1,1,4,,5,,3,0,,,2,,,,,1,,,1,,1,19360606,0,PIT09,v,PTC,1,0,0,regular,y,
PTC193606060,matll101,PTC,1,value,18,3,24,5,,,1,4,,0,,1,0,,,,,,,,,1,,1,,,19360606,0,PIT09,h,WEG,0,1,0,regular,y,
PTC193606060,carts102,PTC,2,value,9,,19,8,,,0,6,,2,,0,0,,,,,,,,,,,,1,,19360606,0,PIT09,h,WEG,0,1,0,regular,y,
HOM193606070,huntb106,PH5,1,value,18,4,31,7,3,0,1,9,8,5,0,4,0,0,0,0,0,0,0,0,,1,,1,,,19360607,0,CLE06,v,HOM,0,1,0,regular,y,d
HOM193606070,thoms105,PH5,2,value,6,0,11,2,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,,,,,1,,19360607,0,CLE06,v,HOM,0,1,0,regular,y,d
HOM193606070,browr103,HOM,1,value,27,0,44,12,0,0,2,8,8,5,0,6,0,0,0,0,0,0,0,0,1,,,1,,1,19360607,0,CLE06,h,PH5,1,0,0,regular,y,d
NY6193606071,day-l101,NW2,1,value,26,0,33,5,1,0,0,3,3,3,0,5,0,0,0,1,0,0,1,0,,1,,1,,1,19360607,1,NYC25,v,NY6,0,1,0,regular,y,d
NY6193606071,brewc102,NY6,1,value,27,0,34,6,1,0,1,2,2,1,0,4,0,0,0,0,0,1,0,0,1,,,1,,1,19360607,1,NYC25,h,NW2,1,0,0,regular,y,d
NY6193606072,mcdut101,NW2,1,value,10,,19,8,,0,1,5,,1,,,0,,,,,,,,,,,1,,,19360607,2,NYC25,v,NY6,1,0,0,regular,y,
NY6193606072,bellw101,NW2,2,value,17,,24,8,,0,1,4,,0,,,0,,,,,,,,1,,,,1,,19360607,2,NYC25,v,NY6,1,0,0,regular,y,
NY6193606072,taylj108,NY6,1,value,13,,19,5,,0,1,5,,2,,,0,,,0,,,,,,,,1,,,19360607,2,NYC25,h,NW2,0,1,0,regular,y,
NY6193606072,tianl102,NY6,2,value,2,,4,0,,0,0,2,,2,,,0,,,0,,,,,,,,,,,19360607,2,NYC25,h,NW2,0,1,0,regular,y,
NY6193606072,albrt101,NY6,3,value,3,,7,4,,0,0,3,,1,,,0,,,0,,,,,,1,,,,,19360607,2,NYC25,h,NW2,0,1,0,regular,y,
NY6193606072,dihim101,NY6,4,value,9,,9,0,0,0,0,0,0,0,,,0,,,0,,,,,,,,,1,,19360607,2,NYC25,h,NW2,0,1,0,regular,y,
PTC193606071,grifb102,WEG,1,value,25,,37,9,,0,0,5,,2,,6,,,,,,,,,1,,,1,,,19360607,1,PIT09,v,PTC,1,0,0,regular,y,
PTC193606071,byrdb101,WEG,2,value,2,,3,1,,0,0,0,,0,,0,,,,,,,,,,,1,,1,,19360607,1,PIT09,v,PTC,1,0,0,regular,y,
PTC193606071,paigs101,PTC,1,value,3,,9,4,,,1,5,,2,,0,,,,,,,,,,1,,1,,,19360607,1,PIT09,h,WEG,0,1,0,regular,y,
PTC193606071,smitt105,PTC,2,value,24,,35,9,,,0,3,,2,,1,,,,,,,,,,,,,1,,19360607,1,PIT09,h,WEG,0,1,0,regular,y,
PTC193606072,wilsl102,WEG,1,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19360607,2,PIT09,v,PTC,0,1,0,regular,,
PTC193606072,holml101,WEG,2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19360607,2,PIT09,v,PTC,0,1,0,regular,,
PTC193606072,johna107,WEG,3,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19360607,2,PIT09,v,PTC,0,1,0,regular,,
PTC193606072,paigs101,PTC,1,value,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,19360607,2,PIT09,h,WEG,1,0,0,regular,,
HOM193606080,mcdow101,PH5,1,value,12,1,22,8,4,1,0,5,5,2,0,1,0,0,0,1,0,0,0,0,,1,,1,,,19360608,0,AKR01,v,HOM,0,1,0,regular,y,d
HOM193606080,jones107,PH5,2,value,10,0,15,2,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,,,,,,,19360608,0,AKR01,v,HOM,0,1,0,regular,y,d
HOM193606080,yokel101,PH5,3,value,2,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,19360608,0,AKR01,v,HOM,0,1,0,regular,y,d
HOM193606080,parkt101,HOM,1,value,16,0,22,5,1,0,1,4,4,1,0,2,1,0,0,0,0,0,0,0,1,,,1,,,19360608,0,AKR01,h,PH5,1,0,0,regular,y,d
HOM193606080,gisew101,HOM,2,value,10,0,20,4,1,1,1,3,3,5,0,2,1,0,0,1,0,0,0,0,,,,,,,19360608,0,AKR01,h,PH5,1,0,0,regular,y,d
HOM193606080,waita101,HOM,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,19360608,0,AKR01,h,PH5,1,0,0,regular,y,d
NW2193606080,stann101,NY6,,value,27,,,0,0,0,0,1,0,2,,14,,,,,,,,,1,,,1,,1,19360608,0,NBG01,v,NW2,1,0,0,exhibition,,
NW2193606080,mcdut101,NW2,,value,,,,,,,,,,,,,,,,,,,,,,1,,1,,,19360608,0,NBG01,h,NY6,0,1,0,exhibition,,
NW2193606080,bevec101,NW2,,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19360608,0,NBG01,h,NY6,0,1,0,exhibition,,
NW2193606080,morrb104,NW2,,value,,,,,,,,,,,,,,,,,,,,,,,,,,,19360608,0,NBG01,h,NY6,0,1,0,exhibition,,
NW2193606080,evanb105,NW2,,value,,,,,,,,,,,,,,,,,,,,,,,,,1,,19360608,0,NBG01,h,NY6,0,1,0,exhibition,,
NW2193606090,lewic103,BRG,1,value,16,,32,9,,,3,12,,8,,,0,,,0,,,,,,1,,1,,,19360609,0,CAM04,v,NW2,0,1,0,exhibition,y,
NW2193606090,staro101,BRG,2,value,8,,15,6,,,1,4,,2,,,0,,,0,,,,,,,,,1,,19360609,0,CAM04,v,NW2,0,1,0,exhibition,y,
NW2193606090,bevec101,NW2,1,value,27,,30,8,0,1,0,1,1,1,,,0,,,0,,,,,1,,,1,,1,19360609,0,CAM04,h,BRG,1,0,0,exhibition,y,
PTC193606120,day-l101,NW2,1,value,15,,23,5,,0,0,3,,3,,2,,,,,,,,,1,,,1,,,19360612,0,PIT09,v,PTC,1,0,0,regular,y,
PTC193606120,evanb105,NW2,2,value,9,,10,1,,0,0,0,,0,,1,,,,,,,,,,,1,,1,,19360612,0,PIT09,v,PTC,1,0,0,regular,y,
PTC193606120,kinch101,PTC,1,value,0,7,7,5,,0,2,7,,2,,0,,,,,,,,,,1,,1,,,19360612,0,PIT09,h,NW2,0,1,0,regular,y,
PTC193606120,carts102,PTC,2,value,24,,34,9,,0,2,6,,1,,2,,,,,,,,,,,,,1,,19360612,0,PIT09,h,NW2,0,1,0,regular,y,
